QUEST,STYPE,LANG,QF,Q1,Q2,Q3A,Q3B,Q4A,Q4B,Q4C,Q4D,Q5A,Q5B,Q5C,Q5D,Q5E,Q5F,Q5G,USER,Q6A,Q6B,Q7A,Q7B,Q7C,Q7D,Q7E,Q8A,Q8B,Q9A,Q9B,Q9C,Q9D,Q9E,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20M1,Q20M2,Q20M3,Q21,Q22,Q23,Q24,AGE_COL,REGION,WEIGHT
14162,1,EN,6,3,2,2,1, ,1,1,2,2,4,4,4,4,2,2,1,2, ,6,4,6,4, ,4,4,97,97,1,1,1,3,3,2,3,3,2, ,1937,7,1,1, , ,2,2,2,5,4,3,1.191530466
14179,2,FR,5,2,5,4,4,2, ,5,1,2,3,2,3,3,2,2,1, ,3,7,6,7, ,5,2,2,1,2,1,2,2,2,2,2,2,1,1,98,9999,6,2,2, , ,2,2,2,7,4,2,0.869944987
14191,2,EN,1,2,7,7,7, ,1,7,1,4,4,99,4,4,4,4,1, ,1,6,7,6,7, ,4,4,1,1,1,1,1,1, ,1,1,1,2, ,9999,99,2,1, , ,2,2,2,1,9,1,1
14207,2,EN,6,2,7,4,3, ,6,2,1,2,2,3,4,3,2,1,1, ,4,7,7,7,5, ,4,1,1,1,2,2,2,1, ,1,3,3,1,1,1979,4,1,1, , ,1,2,2,7,3,3,1.470244686
14305,2,EN,9,4,7,1,1,7, ,7,2,2,1,4,4,1,1,1,1,2, ,1,7,1,1, ,4,3,1,1,1,1,2,1, ,2,4,1,2, ,1975,5,1,3, , ,2,2,99,4,3,4,0.812216396
14395,2,FR,6,3,7,6,5,1, ,6,2,3,2,2,3,3,1,2,1, ,2,7,7,7, ,7,4,4,1,1,1,1,1,1, ,1,1,3,2, ,1971,5,1,2,1, ,2,2,2,6,3,3,1.470244686
14411,2,EN,6,2,6,4,4,3, ,4,2,2,1,2,4,2,1,3,1,2, ,7,5,5,7, ,4,2,1,1,1,1,2,2,2,2,2,3,1,1,1949,7,2,1, , ,2,2,2,2,4,3,1.209473778
14441,2,EN,6,4,1,7,6,7, ,6,2,1,3,3,3,3,3,3,1, ,4,3,6,7, ,7,4,1,2,2,2,2,2,2,3,2,3,1,2, ,9999,99,2,3, , ,2,2,1,2,9,3,1
14518,2,FR,5,2,5,3,3,3, ,2,2,2,3,3,4,3,2,3,1,2, ,7,5,6,3, ,4,4,97,97,1,2,1,3,2,1,2,3,2, ,1954,7,1,2, , ,2,2,2,7,4,2,0.838231238
14608,2,EN,6,2,6,4,4, ,1,7,1,2,3,3,4,4,2,2,1, ,2,4,4,5,4, ,2,2,1,2,2,2,2,2,27,2,3,3,2, ,1987,4,2,1, , ,2,2,2,3,3,3,1.312715615
14617,2,EN,6,2,3,4,2,1, ,1,2,2,3,2,4,4,4,2,1, ,4,7,5,5, ,4,4,2,1,2,2,2,2,2,1,1,3,3,2, ,1992,3,1,1, , ,2,2,1,4,2,3,2.188165041
14862,2,EN,6,1,6,6,6,3, ,4,1,2,2,2,3,2,1,1,1,2, ,6,7,7, ,2,4,2,1,2,1,1,2,1, ,1,2,1,1,1,1955,7,1,1, , ,2,2,2,6,4,3,1.191530466
14909,1,FR,5,4,5,3,3, ,5,7,2,4,4,4,4,4,3,2,1,3, ,7,5,7,7, ,4,97,2,1,1,2,2,3,88,1,1,2,2, ,9999,7,1,2, , ,2,2,2,1,4,2,0.838231238
14945,2,FR,5,2,7,5,5,7, ,7,2,1,4,4,4,3,1,1,1, ,1,5,5,7, ,7,4,4,1,1,2,2,2,2,3,2,1,1,2, ,1975,5,2,2, , ,2,2,1,7,3,2,0.853296791
14968,2,EN,10,2,6,6,7,6, ,5,1,3,3,4,3,4,2,4,1, ,3,3,1,1, ,6,2,2,2,2,1,2,2,3,20,1,1,3,2, ,1985,4,2,1, , ,2,2,1,2,3,5,0.743986141
14997,2,EN,5,2,6,5,5,5, ,6,2,2,3,2,3,3,2,2,1, ,4,7,7,98, ,98,4,4,98,1,1,1,1,1, ,98,1,1,1,98,1945,7,1,1, , ,1,2,1,4,4,2,0.838231238
15145,2,EN,6,1,7,5,5,4, ,5,2,3,3,3,3,3,3,3,1,2, ,4,5,6,6, ,3,3,1,1,1,1,2,2,20,2,2,1,1,28,9999,4,2,1, , ,2,2,1,6,3,3,1.312715615
15288,2,EN,6,2,5,3,3, ,2,3,1,2,3,2,4,4,1,1,1, ,2,7,7,4, ,1,2,4,1,1,1,2,2,2,26,2,3,3,1,21,1980,4,2,1, , ,2,2,2,4,3,3,1.312715615
15632,2,EN,9,1,6,5,5, ,6,5,1,2,2,2,2,2,2,2,1,2, ,4,3,7, ,3,2,2,1,2,1,2,2,2,1,1,2,3,1,1,1972,5,2,1, , ,2,2,2,6,3,4,0.808889158
15660,2,EN,10,3,3,6,5, ,3,5,1,3,3,3,3,3,2,2,1, ,2,6,6,3,7, ,2,2,1,2,2,1,2,2,20,2,4,3,1,23,1984,4,2,1, , ,2,2,2,3,3,5,0.743986141
15800,2,EN,6,1,7,6,6,1, ,3,2,2,3,99,4,3,2,2,1, ,1,7,3,7,3, ,4,2,1,1,1,1,1,1, ,1,2,1,1,88,9999,7,1,1, , ,1,2,2,6,4,3,1.191530466
15855,1,EN,6,1,7,7,6,2, ,6,2,2,3,3,4,2,2,2,1,1, ,7,5,7,5, ,4,4,2,1,1,1,2,3,99,2,2,3,2, ,9999,7,1,1, , ,2,2,2,6,4,3,1.191530466
15884,2,EN,10,2,7,5,5, ,3,2,2,2,3,3,4,3,1,1,1, ,3,7,7,7, ,7,4,4,1,1,1,2,2,2,1,1,1,3,2, ,9999,5,1,1, , ,2,2,2,6,3,5,1.068919838
15926,2,EN,6,2,6,7,7,2, ,6,1,1,2,3,4,2,2,1,1,1, ,6,5,7, ,2,3,2,1,2,1,1,2,2,26,1,1,3,1,24,1975,5,2,1, , ,2,2,2,6,3,3,1.312715615
15947,2,EN,3,3,5,3,3,3, ,7,2,2,3,2,2,3,2,3,1, ,5,6,4,5, ,5,3,2,1,1,1,1,1,2,1,1,2,3,2, ,1940,7,1,1, , ,1,2,2,7,4,1,0.368967875
16024,2,EN,6,2,7,6,6, ,5,7,1,2,4,4,4,4,2,1,1, ,3,6,7,7,4, ,4,4,1,1,1,1,1,2,1,1,1,3,2, ,1991,3,2,1, , ,2,2,2,7,2,3,1.501658467
16139,2,FR,5,4,7,6,5,1, ,7,1,2,3,3,3,3,2,2,1, ,3,6,4,7, ,7,4,3,1,1,2,1,1,2,25,1,2,1,2, ,1994,3,1,2, , ,2,2,1,5,2,2,1.923705858
16211,2,EN,10,2,7,5,5,2, ,3,1,2,3,3,4,3,98,3,1,1, ,6,5,7,7, ,4,3,1,2,1,2,1,2,1,1,1,1,2, ,1958,6,2,1, , ,2,2,2,2,4,5,0.996874362
16388,2,FR,5,2,7,2,98,5, ,4,2,2,2,3,3,2,2,2,1, ,3,4,5,7, ,5,4,2,2,2,1,2,2,2,20,2,1,2,2, ,1951,7,1,2, , ,2,2,1,4,4,2,0.838231238
16530,2,EN,9,1,5,6,6,3, ,7,1,1,4,3,4,4,3,4,1, ,1,7,4,5, ,7,2,3,1,97,1,1,1,1, ,1,1,1,1,98,1981,4,2,1, , ,2,2,1,6,3,4,0.808889158
16618,1,EN,7,1,7,5,5, ,5,4,2,2,3,2,3,3,2,2,1, ,98,5,5,5, ,5,4,3,97,97,2,2,2,3,21,2,3,3,2, ,1940,7,1,2, , ,1,2,2,1,4,4,0.520980832
16719,1,EN,7,3,3,4,4, ,5,4,1,1,2,3,3,1,2,1,1, ,4,7,4,5, ,3,3,3,1,1,1,1,2,2,1,1,2,3,2, ,1997,3,1,1, , ,2,2,2,7,2,4,1.710576982
16782,2,EN,3,2,6,5,5,4, ,5,1,1,4,2,4,2,1,2,1, ,3,7,6,6, ,6,4,4,2,2,1,2,2,1, ,2,2,1,1,98,1962,6,1,1, , ,2,2,2,5,4,1,0.368967875
17024,2,FR,5,4,7,4,1, ,3,5,2,1,2,2,2,2,1,1,1,1, ,7,6,7,2, ,4,2,2,2,1,2,2,2,23,2,2,3,2, ,1956,7,1,2, , ,2,2,2,2,4,2,0.838231238
17440,2,FR,5,3,3,3,3,4, ,4,2,2,2,2,2,4,1,2,1, ,4,2,4,1, ,3,3,3,2,2,2,2,2,3,20,2,3,2,2, ,1986,4,2,1, , ,2,2,2,6,3,2,0.853296791
17518,2,FR,5,2,5,6,5, ,6,7,1,2,2,2,4,2,98,2,1, ,98,3,3,1, ,4,2,2,1,2,1,2,97,2,3,2,1,1,2, ,1968,5,2,2, , ,2,2,2,6,3,2,0.853296791
17560,2,EN,5,1,7,7,7,1, ,3,1,1,3,4,4,4,3,1,1, ,2,7,7,6,2, ,4,2,1,2,1,2,2,2,20,1,2,1,1,1,1967,6,1,2, , ,1,2,2,7,4,2,0.838231238
17569,2,FR,5,4,7,4,4,4, ,3,2,2,2,3,3,3,1,2,1,3, ,7,3,7,2, ,2,1,1,2,1,2,2,2,1,2,4,1,1,24,9999,6,1,2, , ,2,2,2,4,4,2,0.838231238
17599,2,EN,5,3,7,3,4, ,1,5,2,2,4,4,4,4,2,2,1,1, ,1,7,7,7, ,3,2,2,2,2,2,1,3,26,2,1,3,1,28,1977,5,2,1, , ,2,2,2,4,3,2,0.853296791
17655,2,EN,4,2,5,6,6,4, ,4,1,1,2,3,2,2,3,1,1, ,4,5,5,7, ,2,1,3,1,2,1,2,2,2,3,1,4,98,1,1,1993,3,2,1, , ,2,2,2,7,2,1,0.466810868
17958,2,FR,5,3,4,5,5, ,6,4,2,2,2,2,3,2,3,2,1, ,2,6,4,3, ,3,2,2,1,2,1,1,2,2,23,2,3,3,2, ,9999,3,2,2, , ,2,2,2,6,2,2,1.578553362
18019,1,EN,5,2,7,5,5,5, ,6,1,2,3,3,3,3,2,2,1, ,1,7,5,7, ,5,3,3,1,1,2,2,2,2,20,1,2,1,2, ,1966,6,1,1, , ,2,2,2,3,4,2,0.838231238
18307,1,EN,9,2,6,5,4, ,3,2,2,2,3,3,3,3,2,3,1, ,2,5,3,4,7, ,4,4,1,1,1,2,1,2,98,1,2,1,1,2,9999,4,1,1, , ,2,2,2,5,3,4,0.812216396
18507,1,EN,10,3,5,2,2, ,7,2,2,2,2,2,3,2,2,1,1, ,3,5,3,4, ,5,4,3,2,2,2,2,1,3,23,2,4,3,2, ,1942,7,1,1, , ,2,2,2,7,4,5,0.963680978
18757,2,EN,6,2,6,5,5,2, ,5,1,2,2,3,4,4,2,2,1, ,3,7,6,7,6, ,4,2,1,1,1,1,2,1, ,1,2,1,1,2,1967,6,2,1, , ,1,2,2,4,4,3,1.209473778
18787,2,EN,13,1,5,5,3,5, ,6,2,2,2,4,4,3,3,2,1,2, ,5,5,6,7, ,3,3,2,2,1,1,2,2,20,2,1,1,1,98,1947,7,2,1, , ,2,2,2,5,4,4,0.53089607
19081,2,FR,5,2,5,7,6,5, ,6,1,1,2,2,2,2,1,1,1, ,5,3,4,4, ,1,4,4,2,2,1,2,2,2,27,2,3,3,2, ,1954,7,2,2, , ,2,2,2,7,4,2,0.869944987
19126,2,FR,5,2,5,6,6,5, ,4,1,2,2,4,4,4,3,3,1,2, ,5,5,5,5, ,4,4,97,1,1,1,2,2,25,2,1,3,1,23,1959,6,2,2, , ,2,2,2,7,4,2,0.869944987
19133,2,EN,5,2,6,4,4, ,4,2,1,2,3,4,4,4,2,2,1, ,2,5,5,7, ,4,3,2,1,1,1,98,2,2,20,1,2,1,2, ,1987,4,1,3, , ,2,2,1,2,3,2,1.000685055
19148,1,EN,6,1,7,1,5,1, ,7,2,1,2,2,4,1,1,1,1,2, ,7,7,7,7, ,1,3,1,1,1,2,1,2,1,1,3,2,1,98,1956,7,1,1, , ,2,2,2,2,4,3,1.191530466
19330,2,FR,5,2,7,6,5,5, ,4,2,2,2,2,3,3,1,2,1,2, ,6,5,7,6, ,1,1,97,1,1,1,1,2,1,2,1,1,2, ,1962,6,2,2, , ,2,2,2,5,4,2,0.869944987
19401,2,EN,10,1,7,5,3,1, ,1,98,4,4,4,4,4,4,4,1, ,1,7,7,7,7, ,4,4,2,2,1,1,2,1, ,1,4,1,2, ,1986,4,2,1,3, ,1,2,1,3,3,5,0.743986141
19419,2,FR,5,1,5,5,6, ,1,7,1,1,3,2,3,4,1,2,1,2, ,6,6,7,3, ,4,2,97,97,1,1,1,2,1,1,1,3,2, ,9999,7,2,2, , ,2,2,2,4,4,2,0.869944987
19719,2,EN,10,3,3,2,2,5, ,4,2,1,3,2,4,3,1,1,1, ,5,6,2,2,2, ,1,2,2,97,1,1,2,3,26,2,2,3,2, ,1960,6,2,1, , ,2,2,2,3,4,5,0.996874362
19748,1,EN,6,2,5,5,5, ,5,5,1,2,2,2,2,2,2,2,1, ,3,7,7,7, ,7,1,3,1,1,1,2,1,1, ,2,2,1,1,24,1945,7,2,1,2, ,1,2,2,7,4,3,1.209473778
19914,2,EN,4,3,5,4,5, ,5,5,2,2,3,2,3,3,2,1,1,1, ,7,6,7, ,7,4,4,1,1,1,1,2,2,1,1,1,3,1,1,1995,3,2,1, , ,2,2,2,6,2,1,0.466810868
20387,1,EN,6,2,7,7,6,5, ,5,1,2,2,2,3,3,2,2,1, ,3,6,7,7, ,6,3,2,2,1,1,1,2,3,88,1,2,3,2, ,1954,7,1,1, , ,1,2,2,4,4,3,1.191530466
20560,2,EN,6,1,7,4,4, ,6,6,2,2,2,3,3,2,1,1,1,3, ,4,4,6,1, ,4,3,2,2,1,2,2,2,20,2,1,1,2, ,1982,4,1,1, , ,1,2,2,6,3,3,1.470244686
20681,2,EN,9,2,7,1,3,2, ,5,2,2,4,3,3,3,4,2,1, ,1,7,7,7, ,7,4,4,1,1,1,2,2,3,1,1,2,1,2, ,9999,3,2,1, , ,2,2,1,7,2,4,0.928079339
20725,2,EN,7,3,4,1,1,4, ,2,2,3,3,3,4,4,2,1,1, ,98,4,1,7,1, ,4,2,1,1,2,2,2,2,20,2,3,2,2, ,1983,4,1,1, , ,2,2,1,7,3,4,0.812216396
20770,1,EN,5,2,5,7,7,7, ,5,1,2,2,2,3,2,3,2,1, ,2,4,4,3, ,5,3,2,2,2,2,2,2,3,3,2,4,3,1,2,1960,6,1,1, , ,2,2,2,4,4,2,0.838231238
20847,2,FR,5,4,1,4,4, ,5,7,2,1,2,99,3,3,3,2,1, ,98,4,6,4, ,6,2,1,1,1,1,1,2,3,20,1,2,3,2, ,9999,1,2,2, , ,2,2,2,1,1,2,1.208742895
20956,2,EN,3,1,6,6,6, ,6,7,1,2,3,4,4,2,2,2,1, ,4,7,7,6, ,6,4,4,2,2,1,2,2,3,26,1,1,3,1,2,1964,6,2,1, , ,2,2,2,7,4,1,0.378719786
21030,2,FR,6,3,6,7,6, ,5,6,1,2,2,3,3,2,2,1,1, ,2,7,5,7, ,5,2,2,1,2,1,1,2,2,1,2,1,1,2, ,2002,2,1,2, , ,2,2,2,6,1,3,3.504085299
21322,2,EN,3,1,7,5,5, ,7,5,2,2,3,3,3,2,2,2,1,3, ,7,6,7, ,7,2,3,1,1,1,2,2,2,2,2,1,3,2, ,9999,7,2,1, , ,2,2,2,2,4,1,0.378719786
21358,2,FR,5,2,7,5,5, ,6,5,1,3,3,4,4,4,2,2,1, ,4,7,7,7, ,3,4,3,1,97,1,97,1,2,1,1,2,3,1,29,1953,7,2,2, , ,2,2,2,4,4,2,0.869944987
21359,2,EN,10,3,5,1,2, ,3,3,1,2,3,3,4,4,3,2,1, ,1,1,2,3,2, ,3,4,1,1,1,1,2,2,1,2,4,3,2, ,2002,2,2,1, , ,2,2,2,6,1,5,0.94090553
21714,2,EN,4,2,7,7,6,5, ,6,2,2,2,2,4,2,2,2,1, ,4,6,3,7,3, ,1,2,1,1,2,2,2,1, ,1,3,1,2, ,1964,6,1,1, , ,2,2,2,4,4,1,0.368967875
21796,1,FR,5,2,6,6,6, ,5,5,1,2,2,2,3,3,2,2,1, ,4,7,6,7, ,4,2,3,1,1,1,1,1,3,1,1,2,3,2, ,1972,5,2,2, , ,2,2,2,6,3,2,0.853296791
21903,2,FR,5,3,5,3,3, ,3,4,1,2,4,3,4,4,2,2,1, ,2,6,6,4, ,5,2,3,1,1,1,2,2,2,1,2,1,1,2, ,1977,5,2,1, , ,2,2,2,7,3,2,0.853296791
22004,2,EN,6,2,6,5,5, ,6,7,1,2,3,3,3,2,2,2,1, ,4,2,2,3, ,2,4,4,1,1,1,2,2,2,1,1,3,1,2, ,1995,3,1,1,3, ,2,2,1,2,2,3,2.188165041
22053,2,FR,5,4,7,7,7, ,5,5,2,3,3,2,3,3,3,2,1, ,2,7,5,7, ,7,1,1,1,1,1,1,1,3,3,1,1,1,2, ,1971,5,1,2, , ,1,2,2,2,3,2,1.000685055
22066,1,EN,6,3,5,5,4, ,6,4,1,2,3,3,4,2,2,2,1, ,3,7,5,5, ,5,3,4,1,2,1,2,2,2,26,1,3,3,2, ,1958,6,1,1, , ,2,2,2,7,4,3,1.191530466
22213,1,FR,5,2,7,5,5, ,4,5,1,2,2,3,4,3,2,2,1, ,4,6,5,7, ,1,4,3,1,2,1,2,1,1, ,1,1,1,2, ,1960,6,2,2, , ,2,2,2,6,4,2,0.869944987
22257,2,EN,10,2,5,4,4,4, ,4,2,2,3,3,3,3,2,1,1,2, ,7,4,7,7, ,3,3,1,2,1,2,1,3,1,2,2,3,2, ,1950,7,1,1, , ,2,2,2,6,4,5,0.963680978
22338,2,FR,5,4,5,5,5,3, ,3,2,4,3,3,2,2,2,2,1,2, ,4,7,3,7, ,3,3,2,1,1,2,2,3,1,1,1,3,1,25,1977,5,2,2, , ,2,2,2,6,3,2,0.853296791
22552,2,EN,10,2,7,5,5,1, ,6,2,2,3,2,3,3,98,1,1, ,2,7,6,7,6, ,3,3,1,2,1,2,2,3,1,1,1,3,2, ,9999,7,2,1, , ,2,2,2,2,4,5,0.996874362
22736,2,EN,6,4,7,3,4, ,1,1,2,4,4,1,4,4,4,4,1, ,2,7,7,7, ,7,4,4,1,1,1,2,1,1, ,1,1,1,2, ,1977,5,2,1,2, ,1,2,2,7,3,3,1.312715615
22745,1,EN,6,2,7,3,2, ,1,1,1,2,4,4,4,4,2,3,1, ,1,7,6,7,5, ,4,4,2,2,1,2,2,3,1,2,3,1,2, ,1946,7,2,1, , ,2,2,2,4,4,3,1.209473778
22819,1,EN,6,2,7,4,4,5, ,1,2,3,3,3,3,3,2,2,1,2, ,7,6,7,5, ,3,3,1,2,1,1,2,2,1,2,1,3,1,24,1943,7,2,1, , ,2,2,2,5,4,3,1.209473778
22862,2,EN,6,1,6,4,4,4, ,6,2,2,3,3,3,3,2,2,1, ,1,6,6,7, ,6,3,3,1,1,98,1,2,1, ,1,1,1,2, ,9999,6,2,3, , ,2,2,1,6,4,3,1.209473778
22917,2,EN,10,3,5,3,4,5, ,3,2,2,2,3,2,3,2,2,1,2, ,7,6,6,5, ,3,3,1,2,1,2,2,2,23,1,3,1,1,1,1968,5,1,1, , ,1,1, ,6,3,5,1.068919838
23001,2,FR,5,4,1,7,7,7, ,7,2,4,4,2,2,2,2,1,2, , , , , , , , , , , ,1,2,2, , ,2,3,3,2, ,1959,6,1,2, , ,1,2,2,2,4,2,0.838231238
23070,2,EN,5,2,6,4,5, ,5,7,1,2,3,3,4,3,2,2,1,2, ,6,6,6,5, ,4,4,1,1,1,1,1,2,1,1,2,3,2, ,1980,4,1,1, , ,2,2,2,6,3,2,1.000685055
23153,2,EN,10,2,6,6,6,4, ,6,1,2,2,3,4,2,4,2,1,2, ,5,6,4,7, ,4,4,1,1,1,1,1,1, ,2,2,3,1,2,1960,6,1,1, , ,2,2,2,6,4,5,0.963680978
23506,2,EN,6,2,4,3,2,2, ,4,2,2,2,3,3,3,2,2,1,2, ,4,2,2,2, ,3,4,1,2,1,2,2,2,1,2,3,1,2, ,9999,2,2,1, , ,2,2,2,2,1,3,2.354045809
23631,2,EN,6,2,6,5,5, ,6,5,2,1,3,3,3,3,2,1,1,1, ,7,6,6, ,5,2,3,2,2,2,2,2,2,1,2,3,3,2, ,1942,7,2,1, , ,2,2,2,5,4,3,1.209473778
23674,1,EN,10,1,7,7,7,1, ,6,1,3,4,4,4,4,2,2,1,2, ,7,7,7,6, ,2,4,97,97,1,97,2,3,2,2,1,1,2, ,1940,7,1,1, , ,1,2,2,2,4,5,0.963680978
23700,2,EN,1,2,4,5,4, ,1,4,1,1,2,3,4,2,4,4,1, ,1,7,7,5,7, ,3,3,1,1,1,1,2,2,98,1,2,3,2, ,1984,4,2,1, , ,2,2,1,4,3,1,0.811720275
23795,1,EN,9,2,6,5,5, ,1,3,2,4,4,4,4,4,3,4,1,1, ,7,7,6, ,7,3,3,1,2,1,2,2,2,23,1,1,3,2, ,1961,6,1,1, , ,2,2,2,2,4,4,0.520980832
24401,2,FR,5,2,5,3,3, ,6,5,2,2,3,3,4,3,2,1,1, ,3,7,6,6, ,3,3,3,1,1,1,1,2,2,2,1,1,3,2, ,1958,6,2,2, , ,2,2,2,6,4,2,0.869944987
24450,2,FR,5,4,1,3,3, ,3,1,2,2,4,4,4,4,2,2,1, ,1,3,1,3, ,3,2,4,2,2,2,2,2,2,1,2,98,3,2, ,1988,3,2,2, , ,2,1, ,2,2,2,1.578553362
24483,2,EN,6,3,5,2,2, ,6,2,2,1,3,3,4,3,2,1,1,1, ,7,5,5, ,5,4,4,1,1,1,2,2,3,27,2,3,3,1,1,1973,5,1,1, , ,2,2,2,7,3,3,1.470244686
24540,2,EN,9,2,5,4,4,2, ,4,2,2,3,3,4,3,2,1,1, ,4,7,7,6,1, ,2,2,1,1,1,2,2,2,1,2,2,3,2, ,1979,4,2,1, , ,2,2,2,5,3,4,0.808889158
24675,2,EN,6,2,6,5,5, ,7,4,1,1,2,3,3,2,1,1,1, ,5,4,6,7, ,1,1,1,1,2,2,2,2,2,1,2,3,3,1,1,1973,5,1,1, , ,2,2,2,6,3,3,1.470244686
24692,1,EN,11,3,2,4,4,5, ,5,2,2,2,4,2,2,2,2,1, ,3,1,1,7, ,7,4,4,1,2,2,2,2,1, ,2,4,1,2, ,1984,4,1,1, , ,1,2,2,2,3,5,1.068919838
24809,2,EN,9,3,5,4,4,6, ,6,2,2,3,4,4,3,2,2,1,2, ,3,4,6,6, ,4,4,1,2,1,2,2,3,1,2,2,3,2, ,1945,7,1,1, , ,2,2,2,4,4,4,0.520980832
24873,1,EN,9,3,6,4,4, ,4,6,1,2,2,2,3,2,1,2,1, ,98,7,5,7,5, ,4,4,1,1,1,1,1,2,1,1,1,1,1,2,1970,5,1,1, , ,2,2,2,4,3,4,0.812216396
25090,1,EN,8,99,7,1,1,1, ,1,2,4,4,4,4,2,1,3,1,1, ,7,7,7,7, ,98,97,1,1,1,2,1,3,1,2,99,3,2, ,1951,7,1,1, , ,2,2,2,2,4,4,0.520980832
25135,2,EN,6,1,6,5,6,1, ,2,2,3,4,2,4,4,3,1,1, ,2,7,7,7, ,1,3,2,1,1,1,1,2,2,26,1,1,3,2, ,1985,4,3,1, , ,2,2,2,6,3,3,1
25277,1,FR,5,1,7,5,5, ,6,6,2,4,3,3,4,3,2,2,1, ,3,7,6,7, ,4,4,4,1,1,1,1,2,2,1,2,1,1,2, ,1976,5,99,2, , ,2,2,2,4,3,2,1
25283,1,FR,5,1,7,7,7, ,7,4,2,3,2,3,3,3,1,1,1, ,98,7,7,7, ,1,4,4,2,2,1,1,2,3,20,2,1,3,2, ,1942,7,2,2, , ,2,2,2,7,4,2,0.869944987
25562,2,FR,5,2,7,5,4, ,7,7,2,4,2,4,3,3,2,1,1, ,2,6,4,1, ,1,4,1,1,2,1,1,1,1, ,2,4,3,1,28,1966,6,2,2, , ,2,2,2,2,4,2,0.869944987
25580,2,FR,5,1,5,7,4,4, ,4,1,2,2,2,4,3,3,1,1,3, ,5,4,4,5, ,3,2,1,1,1,1,1,2,1,2,4,3,1,1,1941,7,2,2, , ,2,2,2,7,4,2,0.869944987
25662,2,EN,1,2,7,3,2, ,1,3,1,2,3,2,4,4,2,4,1,2, ,5,4,4, ,6,4,4,1,1,2,2,2,2,1,2,4,1,98, ,1982,4,99,1, , ,2,1, ,6,3,1,1
25854,2,FR,5,4,7,6,5,7, ,7,2,2,2,2,3,2,2,1,1,98, ,6,98,6,5, ,4,4,98,97,97,97,97,2,3,2,1,2,2, ,9999,4,1,2, , ,2,2,2,6,3,2,1.000685055
25859,2,FR,5,2,7,4,3,6, ,5,2,1,1,2,3,2,1,1,1, ,3,7,6,7, ,5,4,2,2,1,1,2,1,2,1,1,2,1,2, ,1947,7,2,2, , ,2,2,1,4,4,2,0.869944987
25915,2,FR,5,1,7,5,5,7, ,4,1,1,2,3,3,2,2,2,1,3, ,4,7,4,7, ,4,4,1,1,1,1,1,2,23,2,2,3,2, ,1980,4,2,2, , ,2,2,2,3,3,2,0.853296791
25918,1,EN,9,1,5,5,5, ,6,6,1,2,2,2,2,3,2,2,1,2, ,3,5,4, ,4,2,2,1,2,1,2,2,2,1,2,2,3,1,2,1961,6,1,1, , ,2,2,2,5,4,4,0.520980832
26046,1,EN,9,1,7,6,6, ,2,6,1,2,2,2,4,3,2,3,1, ,3,7,7,6,2, ,3,2,1,1,2,2,2,2,1,1,2,1,1,2,1984,4,1,1, , ,2,2,2,4,3,4,0.812216396
26067,2,EN,6,4,7,5,7, ,7,7,1,1,2,3,1,1,1,98,1, ,2,5,5,5,5, ,2,2,2,2,2,2,2,3,3,2,3,1,2, ,1990,3,1,3, , ,2,2,1,7,2,3,2.188165041
26155,2,EN,6,1,5,4,5, ,4,3,2,2,4,2,4,2,1,1,1, ,2,5,5,6, ,2,4,4,1,2,1,2,2,2,27,1,2,3,1,27,1972,5,2,1, , ,2,2,2,6,3,3,1.312715615
26305,2,EN,6,2,6,5,4, ,6,4,2,3,3,4,4,4,1,2,1,3, ,6,6,7, ,1,1,4,1,2,2,1,2,3,20,1,1,3,2, ,1978,4,1,3, , ,2,2,1,7,3,3,1.470244686
26354,2,FR,5,3,6,6,6,5, ,5,2,2,2,2,2,2,1,1,1, ,4,5,5,7, ,6,3,3,1,1,1,1,1,1, ,1,2,1,1,23,1962,6,2,2, , ,2,2,2,6,4,2,0.869944987
26376,2,EN,1,2,6,4,98, ,6,5,2,2,2,2,3,2,1,1,1,1, ,6,5,5,4, ,2,3,2,1,2,2,2,2,1,2,2,3,2, ,2005,1,2,1, , ,2,2,2,1,1,1,0.818670806
26600,2,EN,6,2,4,3,4,6, ,5,1,2,2,2,2,2,2,2,1,2, ,2,3,3,2, ,98,2,1,2,1,2,2,2,1,1,3,3,2, ,1969,5,1,1, , ,2,2,2,4,3,3,1.470244686
26724,2,EN,6,2,5,5,5, ,6,6,2,2,3,3,4,2,4,1,1, ,3,5,5,6, ,1,4,2,1,1,1,2,2,2,1,2,3,3,2, ,1989,3,2,1, , ,2,2,2,7,2,3,1.501658467
26803,2,FR,5,2,4,3,4,5, ,6,2,1,2,2,3,2,1,2,1,1, ,5,5,7,4, ,2,2,1,1,1,1,1,2,1,1,2,1,2, ,1979,4,2,2, , ,2,2,2,4,3,2,0.853296791
26845,2,FR,5,2,6,4,4, ,3,4,1,2,3,2,3,2,2,2,1,2, ,6,2,7,7, ,4,4,1,1,1,1,1,1, ,1,2,1,2, ,1968,5,1,2, , ,2,2,2,3,3,2,1.000685055
26866,2,FR,5,1,7,7,7, ,4,4,1,3,3,3,4,4,3,3,1,4, ,1,1,1,1, ,4,4,97,1,1,2,1,2,25,1,4,3,1,28,1957,7,2,2, , ,2,2,2,4,4,2,0.869944987
